time,open,high,low,close,Global Money Supply,Volume,Volume MA,RSI,RSI-based MA,Upper Bollinger Band,Lower Bollinger Band,Predicted Funding Rate,Next Funding Rate,Funding Bar
2014-12-01T00:00:00Z,300,398,300,340,74.37004131552007,20,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015-01-01T00:00:00Z,360,360,109.87,218.45,72.98446107169106,30546,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015-02-01T00:00:00Z,218.67,267.86,210,255.59,73.26324115263084,268256,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015-03-01T00:00:00Z,255.73,299.48,234.51,245.5,72.70948411238798,335439,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015-04-01T00:00:00Z,245.5,263,215.56,236.81,74.60019955789846,232433,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015-05-01T00:00:00Z,236.78,247.6,228.38,230.21,73.98690653059803,207041,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015-06-01T00:00:00Z,230.18,269.39,221.58,263.82,75.02167755635267,191261,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015-07-01T00:00:00Z,263.83,316.52,252.77,285.19,74.50635705766172,214823,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015-08-01T00:00:00Z,285.2,286.47,198.02,230.75,74.19718883494242,223147,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015-09-01T00:00:00Z,230.76,247.82,224.45,237.14,74.44766224891602,190411,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015-10-01T00:00:00Z,237.1,336.97,236.9,314.85,74.80966530752495,354064,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015-11-01T00:00:00Z,314.84,499.99,293.32,376.86,73.55762319899378,373866,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015-12-01T00:00:00Z,376.88,469.34,347.55,430.35,74.20870131178053,449406,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2016-01-01T00:00:00Z,430.35,464.4,350.92,367.95,74.22027848863912,252043,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2016-02-01T00:00:00Z,367.89,448.7,361.1,436.44,75.70326198869458,205109,NaN,57.72781178883939,NaN,NaN,NaN,NaN,NaN,NaN
2016-03-01T00:00:00Z,436.41,437.78,381.09,416.03,78.44734734879826,210788,NaN,55.76351476871633,NaN,NaN,NaN,NaN,NaN,NaN
2016-04-01T00:00:00Z,416.03,472.38,414.12,454.02,79.77881896596875,170397,NaN,58.58812135290252,NaN,NaN,NaN,NaN,NaN,NaN
2016-05-01T00:00:00Z,454.02,549.99,435,531.34,78.20700888838071,186332,NaN,63.67231734730184,NaN,NaN,NaN,NaN,NaN,NaN
2016-06-01T00:00:00Z,531.25,785.15,497.01,673.49,79.5909800954408,302013,NaN,70.77591001058624,NaN,NaN,NaN,NaN,NaN,NaN
2016-07-01T00:00:00Z,673.5,705.25,608,626.97,80.45328634743083,186492,229194.35,66.21281086289054,NaN,NaN,NaN,NaN,NaN,NaN
2016-08-01T00:00:00Z,626.97,629.34,483,572.89,80.45912484265482,165107,237448.7,61.267577270960906,NaN,NaN,NaN,NaN,NaN,NaN
2016-09-01T00:00:00Z,572.89,631.3,568.12,608.99,81.42518826035256,119018,241872.3,63.24118781768819,NaN,NaN,NaN,NaN,NaN,NaN
2016-10-01T00:00:00Z,608.99,725.64,606.93,696.9,79.83810897079981,127967,234857.85,67.5742294423082,NaN,NaN,NaN,NaN,NaN,NaN
2016-11-01T00:00:00Z,697.07,753.81,672.06,742.69,77.59982571505348,134146,224793.2,69.58532027455082,NaN,NaN,NaN,NaN,NaN,NaN
2016-12-01T00:00:00Z,742.51,988.88,741.59,973.37,77.47821011899691,170999,221721.5,77.24277802295165,NaN,NaN,NaN,NaN,NaN,NaN
2017-01-01T00:00:00Z,973.37,1175,734.64,970.01,80.18586652916477,221814,222460.15,76.93892644101923,NaN,NaN,NaN,NaN,NaN,NaN
2017-02-01T00:00:00Z,970.01,1221.93,925,1195.08,80.04629218535207,162663,221030.25,82.03644597223501,NaN,NaN,NaN,-0.006200000000000009,NaN,NaN
