time,open,high,low,close,Global Money Supply,Volume,Volume MA,RSI,RSI-based MA,Upper Bollinger Band,Lower Bollinger Band,Predicted Funding Rate,Next Funding Rate,Funding Bar
1978-06-01T00:00:00Z,1318500000000,1318500000000,1318500000000,1318500000000,NaN,NaN,NaN,99.99842629109492,99.99752942523537,NaN,NaN,NaN,NaN,NaN
1978-07-01T00:00:00Z,1324100000000,1324100000000,1324100000000,1324100000000,NaN,NaN,NaN,99.99849748432719,99.99768175307022,NaN,NaN,NaN,NaN,NaN
1978-08-01T00:00:00Z,1333500000000,1333500000000,1333500000000,1333500000000,NaN,NaN,NaN,99.9986110689416,99.99782620262262,NaN,NaN,NaN,NaN,NaN
1978-09-01T00:00:00Z,1345000000000,1345000000000,1345000000000,1345000000000,NaN,NaN,NaN,99.99873687498481,99.99796432121055,NaN,NaN,NaN,NaN,NaN
1978-10-01T00:00:00Z,1352300000000,1352300000000,1352300000000,1352300000000,NaN,NaN,NaN,99.99881052707529,99.99809111040801,NaN,NaN,NaN,NaN,NaN
1978-11-01T00:00:00Z,1359100000000,1359100000000,1359100000000,1359100000000,NaN,NaN,NaN,99.9988762589078,99.99820876253959,NaN,NaN,NaN,NaN,NaN
1978-12-01T00:00:00Z,1366000000000,1366000000000,1366000000000,1366000000000,NaN,NaN,NaN,99.99894025416084,99.99831984576808,NaN,NaN,NaN,NaN,NaN
1979-01-01T00:00:00Z,1371600000000,1371600000000,1371600000000,1371600000000,NaN,NaN,NaN,99.99899050124952,99.99842307264775,NaN,NaN,NaN,NaN,NaN
1979-02-01T00:00:00Z,1377800000000,1377800000000,1377800000000,1377800000000,NaN,NaN,NaN,99.99904451700938,99.99851991187222,NaN,NaN,NaN,NaN,NaN
1979-03-01T00:00:00Z,1387800000000,1387800000000,1387800000000,1387800000000,NaN,NaN,NaN,99.99912576898127,99.99861105406833,NaN,NaN,NaN,NaN,NaN
1979-04-01T00:00:00Z,1402100000000,1402100000000,1402100000000,1402100000000,NaN,NaN,NaN,99.99922699949646,99.9987026318836,NaN,NaN,NaN,NaN,NaN
1979-05-01T00:00:00Z,1410200000000,1410200000000,1410200000000,1410200000000,NaN,NaN,NaN,99.99927799798553,99.99879019457335,NaN,NaN,NaN,NaN,NaN
1979-06-01T00:00:00Z,1423000000000,1423000000000,1423000000000,1423000000000,NaN,NaN,NaN,99.99935087876118,99.99887401178613,NaN,NaN,NaN,NaN,NaN
1979-07-01T00:00:00Z,1434800000000,1434800000000,1434800000000,1434800000000,NaN,NaN,NaN,99.99941000492274,99.99895181627856,NaN,NaN,NaN,NaN,NaN
1979-08-01T00:00:00Z,1446600000000,1446600000000,1446600000000,1446600000000,NaN,NaN,NaN,99.9994627094312,99.99902584615973,NaN,NaN,NaN,NaN,NaN
1979-09-01T00:00:00Z,1454100000000,1454100000000,1454100000000,1454100000000,NaN,NaN,NaN,99.99949366919705,99.99909700222186,NaN,NaN,NaN,NaN,NaN
1979-10-01T00:00:00Z,1460400000000,1460400000000,1460400000000,1460400000000,NaN,NaN,NaN,99.99951875448632,99.99916183690364,NaN,NaN,NaN,NaN,NaN
1979-11-01T00:00:00Z,1465900000000,1465900000000,1465900000000,1465900000000,NaN,NaN,NaN,99.99954017284574,99.99921921532227,NaN,NaN,NaN,NaN,NaN
1979-12-01T00:00:00Z,1473700000000,1473700000000,1473700000000,1473700000000,NaN,NaN,NaN,99.99956943932412,99.99927342334004,NaN,NaN,NaN,NaN,NaN
1980-01-01T00:00:00Z,1482700000000,1482700000000,1482700000000,1482700000000,NaN,NaN,NaN,99.99960099562584,99.99932519024847,NaN,NaN,NaN,NaN,NaN
1980-02-01T00:00:00Z,1494600000000,1494600000000,1494600000000,1494600000000,NaN,NaN,NaN,99.99963870134415,99.999375079333,NaN,NaN,NaN,NaN,NaN
1980-03-01T00:00:00Z,1499800000000,1499800000000,1499800000000,1499800000000,NaN,NaN,NaN,99.99965408433758,99.999422478125,NaN,NaN,NaN,NaN,NaN
1980-04-01T00:00:00Z,1502200000000,1502200000000,1502200000000,1502200000000,NaN,NaN,NaN,99.99966125307141,99.99946653070086,NaN,NaN,NaN,NaN,NaN
1980-05-01T00:00:00Z,1512300000000,1512300000000,1512300000000,1512300000000,NaN,NaN,NaN,99.99969033720154,99.9995068570023,NaN,NaN,NaN,NaN,NaN
1980-06-01T00:00:00Z,1529200000000,1529200000000,1529200000000,1529200000000,NaN,NaN,NaN,99.99973182736836,99.99954291613601,NaN,NaN,NaN,NaN,NaN
1980-07-01T00:00:00Z,1545500000000,1545500000000,1545500000000,1545500000000,NaN,NaN,NaN,99.99976458919596,99.99957767265106,NaN,NaN,NaN,NaN,NaN
1980-08-01T00:00:00Z,1561500000000,1561500000000,1561500000000,1561500000000,NaN,NaN,NaN,99.99979151372955,99.99960914657736,NaN,NaN,NaN,NaN,NaN
1980-09-01T00:00:00Z,1574000000000,1574000000000,1574000000000,1574000000000,NaN,NaN,NaN,99.99980981467455,99.99963770441677,NaN,NaN,NaN,NaN,NaN
