time,open,high,low,close,Global Money Supply,Volume,Volume MA,RSI,RSI-based MA,Upper Bollinger Band,Lower Bollinger Band,Predicted Funding Rate,Next Funding Rate,Funding Bar
1998-06-30T23:00:00Z,101.15,102.61,100.24,101.2,NaN,NaN,NaN,64.67470274771043,65.18439682024149,NaN,NaN,NaN,NaN,NaN
1998-08-02T21:00:00Z,101.63,102.71,100.11,100.2,NaN,NaN,NaN,61.18236250971599,64.88319153619837,NaN,NaN,NaN,NaN,NaN
1998-08-31T23:00:00Z,99.99,100.13,95.41,96.17,NaN,NaN,NaN,49.56631307281123,63.314627405257816,NaN,NaN,NaN,NaN,NaN
1998-09-30T23:00:00Z,95.29,95.58,91.38,93.73,NaN,NaN,NaN,44.106203599762054,61.5084332460134,NaN,NaN,NaN,NaN,NaN
1998-11-01T22:00:00Z,93.49,96.92,93.31,96.2,NaN,NaN,NaN,50.098830862350404,60.559703958622734,NaN,NaN,NaN,NaN,NaN
1998-12-01T00:00:00Z,95.6,95.78,93.29,94.17,NaN,NaN,NaN,45.75679850633999,59.6071263781886,NaN,NaN,NaN,NaN,NaN
1999-01-01T00:00:00Z,93.8,96.24,93.05,96.1,NaN,NaN,NaN,50.17792770466375,58.68895242015041,NaN,NaN,NaN,NaN,NaN
1999-01-31T22:00:00Z,95.9,99.48,95.38,98.71,NaN,NaN,NaN,55.46436867493962,57.93097266209538,NaN,NaN,NaN,NaN,NaN
1999-02-28T22:00:00Z,98.89,100.79,98.16,100.02,NaN,NaN,NaN,57.8800777566071,57.22064566994191,NaN,NaN,NaN,NaN,NaN
1999-04-01T00:00:00Z,100.02,101.36,99.43,101,NaN,NaN,NaN,59.64363096369718,56.85478388398253,NaN,NaN,NaN,NaN,NaN
1999-05-02T21:00:00Z,100.96,102.64,99.35,102.45,NaN,NaN,NaN,62.167640786695564,56.47392391979281,NaN,NaN,NaN,NaN,NaN
1999-05-31T23:00:00Z,102.34,103.35,100.87,102.91,NaN,NaN,NaN,62.959111526837646,56.543774109039376,NaN,NaN,NaN,NaN,NaN
1999-06-30T23:00:00Z,102.71,104.88,99.62,99.68,NaN,NaN,NaN,54.35954387383064,55.90399677162315,NaN,NaN,NaN,NaN,NaN
1999-08-01T21:00:00Z,99.97,101.46,98.88,100.03,NaN,NaN,NaN,55.075605603909246,55.22236558499078,NaN,NaN,NaN,NaN,NaN
1999-08-31T23:00:00Z,100.04,101.27,98.26,98.5,NaN,NaN,NaN,51.28751616726084,54.26613797210153,NaN,NaN,NaN,NaN,NaN
1999-09-30T23:00:00Z,98.52,99.92,96.94,99.07,NaN,NaN,NaN,52.59563554609962,53.65280033184322,NaN,NaN,NaN,NaN,NaN
1999-10-31T22:00:00Z,98.98,102.34,98.72,101.96,NaN,NaN,NaN,58.6575643863402,54.30217542566671,NaN,NaN,NaN,NaN,NaN
1999-12-01T00:00:00Z,101.98,102.76,100.49,101.87,NaN,NaN,NaN,58.407076157617546,55.32366632265639,NaN,NaN,NaN,NaN,NaN
2000-01-02T22:00:00Z,101.67,105.28,99.71,105.07,NaN,NaN,NaN,64.25232782633933,56.334630391512746,NaN,NaN,NaN,NaN,NaN
2000-02-01T00:00:00Z,104.98,107.37,102.92,105.96,NaN,NaN,NaN,65.69627006265253,57.75887835982079,NaN,NaN,NaN,NaN,NaN
2000-03-01T00:00:00Z,106.22,106.61,104.48,105.46,NaN,NaN,NaN,64.12907973630833,58.75538921922397,NaN,NaN,NaN,NaN,NaN
2000-04-02T21:00:00Z,105.61,110.32,104.23,110.13,NaN,NaN,NaN,71.07056673637507,59.870117652183644,NaN,NaN,NaN,NaN,NaN
2000-04-30T21:00:00Z,109.9,112.86,108.18,108.64,NaN,NaN,NaN,66.63961952432508,60.495799207020646,NaN,NaN,NaN,NaN,NaN
2000-05-31T23:00:00Z,108.65,109.42,105.56,106.8,NaN,NaN,NaN,61.537367039438976,60.63106606957363,NaN,NaN,NaN,NaN,NaN
2000-07-02T21:00:00Z,106.82,109.92,106.7,109.58,NaN,NaN,NaN,65.79816115783888,60.89038895322672,NaN,NaN,NaN,NaN,NaN
2000-07-31T23:00:00Z,109.5,112.93,109.35,112.59,NaN,NaN,NaN,69.71060822334927,61.37263871726327,NaN,NaN,NaN,NaN,NaN
2000-08-31T23:00:00Z,112.36,116.75,111.25,113.25,NaN,NaN,NaN,70.50727381557914,62.526047998816736,NaN,NaN,NaN,NaN,NaN
2000-10-01T21:00:00Z,113.14,119.07,112.95,116.62,NaN,NaN,NaN,74.2338176389072,63.89449171560231,NaN,NaN,NaN,NaN,NaN
2000-11-01T00:00:00Z,116.6,118.69,113.92,115.22,NaN,NaN,NaN,70.26195377779578,65.24980868778337,NaN,NaN,NaN,NaN,NaN
2000-12-01T00:00:00Z,115.21,115.44,109.31,109.32,NaN,NaN,NaN,56.533869670061485,65.53111112520921,NaN,NaN,NaN,NaN,NaN
2000-12-31T22:00:00Z,109.33,112.65,108.09,110.47,NaN,NaN,NaN,58.246308622672586,65.50173571351867,NaN,NaN,NaN,NaN,NaN
2001-02-01T00:00:00Z,110.3,113.62,109.4,111.93,NaN,NaN,NaN,60.38040417112665,65.64268771448361,NaN,NaN,NaN,NaN,NaN
2001-03-01T00:00:00Z,112.04,117.63,110.82,117.48,NaN,NaN,NaN,67.2359413245512,65.85580296435589,NaN,NaN,NaN,NaN,NaN
2001-04-01T21:00:00Z,117.7,117.82,113.86,115.88,NaN,NaN,NaN,63.808113230756405,65.72093461922044,NaN,NaN,NaN,NaN,NaN
2001-04-30T23:00:00Z,115.71,119.29,114.27,119.09,NaN,NaN,NaN,67.39912280688677,65.95450912426176,NaN,NaN,NaN,NaN,NaN
2001-05-31T23:00:00Z,119.11,120.33,117.43,119.45,NaN,NaN,NaN,67.78517257828054,65.7198381129693,NaN,NaN,NaN,NaN,NaN
2001-07-01T21:00:00Z,119.39,121.02,116.34,117.11,NaN,NaN,NaN,62.596435584199156,65.43103926010316,NaN,NaN,NaN,NaN,NaN
2001-07-31T23:00:00Z,117.07,117.16,112.32,113.26,NaN,NaN,NaN,55.12043777662556,64.9726871699022,NaN,NaN,NaN,NaN,NaN
2001-09-02T21:00:00Z,113.56,116.08,111.31,113.53,NaN,NaN,NaN,55.52163332930636,64.23864946786416,NaN,NaN,NaN,NaN,NaN
2001-09-30T21:00:00Z,113.69,116.27,112.27,114.83,NaN,NaN,NaN,57.49198000676221,63.36589030953652,NaN,NaN,NaN,NaN,NaN
2001-11-01T00:00:00Z,114.71,117.8,113.66,115.56,NaN,NaN,NaN,58.601021093584,62.51544368653687,NaN,NaN,NaN,NaN,NaN
2001-12-02T22:00:00Z,115.61,118.12,114.41,116.67,NaN,NaN,NaN,60.29724135041915,61.51997395164487,NaN,NaN,NaN,NaN,NaN
2002-01-01T00:00:00Z,116.4,120.51,115.54,120.28,NaN,NaN,NaN,65.27971292547056,61.164099605050204,NaN,NaN,NaN,NaN,NaN
