time,open,high,low,close,Global Money Supply,Volume,Volume MA,RSI,RSI-based MA,Upper Bollinger Band,Lower Bollinger Band,Predicted Funding Rate,Next Funding Rate,Funding Bar
1985-01-01T14:30:00Z,125,125,125,125,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1985-02-01T14:30:00Z,124.63,128.65,123.52,123.52,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1985-03-01T14:30:00Z,124.84,125.11,115.02,117.36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1985-04-01T14:30:00Z,118.72,118.84,115.14,115.38,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1985-05-01T13:30:00Z,114.83,123.36,114.36,119.64,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1985-06-03T13:30:00Z,119.78,122.14,114.56,122.14,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1985-07-01T13:30:00Z,122.42,126.61,120.31,123.27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1985-08-01T13:30:00Z,124.55,124.55,117.92,118.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1985-09-02T13:30:00Z,117.57,117.57,110.62,110.62,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1985-10-01T13:30:00Z,110.620003,116.125,106.75,115.480003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1985-11-01T14:30:00Z,115.480003,126.434998,115.480003,126.059998,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1985-12-02T14:30:00Z,126.059998,133.184998,124.720001,132.294998,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1986-01-01T14:30:00Z,132.294998,134.130005,128.054993,132.925003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1986-02-03T14:30:00Z,132.925003,141.830002,132.925003,140.425003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1986-03-03T14:30:00Z,140.425003,149.205002,139.565002,148.860001,NaN,NaN,NaN,67.44152094383742,NaN,NaN,NaN,NaN,NaN,NaN
1986-04-01T14:30:00Z,148.860001,160.949997,144.830002,154.910004,NaN,NaN,NaN,70.27313033676745,NaN,NaN,NaN,NaN,NaN,NaN
1986-05-01T13:30:00Z,154.910004,163.619995,153.725006,163.160004,NaN,NaN,NaN,73.6398032489505,NaN,NaN,NaN,NaN,NaN,NaN
1986-06-02T13:30:00Z,163.160004,163.979996,156.865005,162.615005,NaN,NaN,NaN,73.05122300971163,NaN,NaN,NaN,NaN,NaN,NaN
1986-07-01T13:30:00Z,162.615005,164.559998,142.729996,144.705002,NaN,NaN,NaN,56.94385564202425,NaN,NaN,NaN,NaN,NaN,NaN
1986-08-01T13:30:00Z,144.705002,152.554993,140.179993,151.699997,NaN,NaN,NaN,60.598046756280795,NaN,NaN,NaN,NaN,NaN,NaN
1986-09-01T13:30:00Z,151.699997,152.070007,133.279999,137.494995,NaN,NaN,NaN,51.11140474818059,NaN,NaN,NaN,NaN,NaN,NaN
1986-10-01T13:30:00Z,137.520004,145.179993,137.404999,144.479996,NaN,NaN,NaN,54.854080837978266,NaN,NaN,NaN,NaN,NaN,NaN
1986-11-03T14:30:00Z,144.479996,147.960007,138.955002,147.940002,NaN,NaN,NaN,56.62543295051046,NaN,NaN,NaN,NaN,NaN,NaN
1986-12-01T14:30:00Z,147.940002,150.850006,140.945007,141.404999,NaN,NaN,NaN,52.44033630993995,NaN,NaN,NaN,NaN,NaN,NaN
1987-01-01T14:30:00Z,141.404999,170.274994,141.404999,166.675003,NaN,NaN,NaN,63.63324003456679,NaN,NaN,NaN,NaN,NaN,NaN
1987-02-02T14:30:00Z,166.705002,184.729996,166.580002,182.75,NaN,NaN,NaN,68.68243613650796,NaN,NaN,NaN,NaN,NaN,NaN
1987-03-02T14:30:00Z,182.75,191.744995,179.865005,186.039993,NaN,NaN,NaN,69.61235161681589,NaN,NaN,NaN,NaN,NaN,NaN
1987-04-01T14:30:00Z,186.039993,192.460007,177.509995,184.830002,NaN,NaN,NaN,68.80318879177608,63.40786081170343,NaN,NaN,NaN,NaN,NaN
1987-05-01T13:30:00Z,184.830002,191.699997,179.735001,188.770004,NaN,NaN,NaN,70.02500997307988,63.592395742363614,NaN,NaN,NaN,NaN,NaN
1987-06-01T13:30:00Z,188.770004,193.360001,184.440002,189.240005,NaN,NaN,NaN,70.17506961531191,63.58539140511679,NaN,NaN,NaN,NaN,NaN
1987-07-01T13:30:00Z,189.240005,197.304993,186.565002,196.350006,NaN,NaN,NaN,72.42407507948384,63.4985536787263,NaN,NaN,NaN,NaN,NaN
1987-08-03T13:30:00Z,196.350006,212.164993,194.095001,209.574997,NaN,NaN,NaN,76.0428142313468,63.71223876598596,NaN,NaN,NaN,NaN,NaN
1987-09-01T13:30:00Z,209.574997,210.779999,196.134995,205.505005,NaN,NaN,NaN,72.87339948344311,64.85006332608731,NaN,NaN,NaN,NaN,NaN
1987-10-01T13:30:00Z,205.505005,214.029999,126.25,150.070007,NaN,NaN,NaN,45.22481679459597,63.75197547168125,NaN,NaN,NaN,NaN,NaN
1987-11-02T14:30:00Z,150.070007,154.119995,133.139999,137.125,NaN,NaN,NaN,41.28563727298202,63.0501349377385,NaN,NaN,NaN,NaN,NaN
1987-12-01T14:30:00Z,137.125,158.419998,129.464996,156.25,NaN,NaN,NaN,48.43211601221503,62.591423164469695,NaN,NaN,NaN,NaN,NaN
1988-01-01T14:30:00Z,156.25,169.139999,151.570007,159.130005,NaN,NaN,NaN,49.430309047515216,62.07748574282717,NaN,NaN,NaN,NaN,NaN
1988-02-01T14:30:00Z,159.130005,174.050003,156.095001,172.639999,NaN,NaN,NaN,53.93488563905479,62.18423926633538,NaN,NaN,NaN,NaN,NaN
1988-03-01T14:30:00Z,172.639999,182.735001,170.524994,173.259995,NaN,NaN,NaN,54.136790388614656,61.50592143448166,NaN,NaN,NaN,NaN,NaN
1988-04-01T14:30:00Z,173.259995,180.910004,170.139999,175.919998,NaN,NaN,NaN,55.047142918318336,60.53197191889667,NaN,NaN,NaN,NaN,NaN
1988-05-02T13:30:00Z,175.934998,180.104996,166.764999,173.345001,NaN,NaN,NaN,53.93114323863038,59.41188560616914,NaN,NaN,NaN,NaN,NaN
1988-06-01T13:30:00Z,173.485001,189.345001,173.485001,189.024994,NaN,NaN,NaN,59.337197654905644,58.735743382106975,NaN,NaN,NaN,NaN,NaN
1988-07-01T13:30:00Z,189.229996,192.770004,176.380005,181.160004,NaN,NaN,NaN,55.80011609515739,57.71967953368393,NaN,NaN,NaN,NaN,NaN
1988-08-01T13:30:00Z,181.154999,182.190002,168.850006,170.994995,NaN,NaN,NaN,51.52515992147903,56.38754312698159,NaN,NaN,NaN,NaN,NaN
1988-09-01T13:30:00Z,170.934998,180.309998,167.169998,179.365005,NaN,NaN,NaN,54.608849463981336,55.11502701158855,NaN,NaN,NaN,NaN,NaN
1988-10-03T13:30:00Z,179.289993,180.524994,172.809998,174.779999,NaN,NaN,NaN,52.63362629807739,53.442942159212166,NaN,NaN,NaN,NaN,NaN
1988-11-01T14:30:00Z,174.774994,175.619995,162.654999,169.184998,NaN,NaN,NaN,50.2453006810853,51.82664938761518,NaN,NaN,NaN,NaN,NaN
1988-12-01T14:30:00Z,169.134995,177.860001,168.735001,177.410004,NaN,NaN,NaN,53.579995972926326,52.423447900353054,NaN,NaN,NaN,NaN,NaN
1989-01-02T14:30:00Z,177.399994,186.690002,172.945007,186.470001,NaN,NaN,NaN,56.99883596986472,53.54581923584468,NaN,NaN,NaN,NaN,NaN
1989-02-01T14:30:00Z,186.470001,192.994995,183.229996,183.789993,NaN,NaN,NaN,55.69218210667517,54.064395385448975,NaN,NaN,NaN,NaN,NaN
1989-03-01T14:30:00Z,183.789993,187.684998,178.964996,185.869995,NaN,NaN,NaN,56.52518151537394,54.57117199029602,NaN,NaN,NaN,NaN,NaN
1989-04-03T13:30:00Z,185.869995,200.494995,184.449997,200.470001,NaN,NaN,NaN,61.93479754285599,55.14259426913896,NaN,NaN,NaN,NaN,NaN
1989-05-01T13:30:00Z,200.470001,215.184998,199.145004,214.544998,NaN,NaN,NaN,66.28963613596943,56.0106546796643,NaN,NaN,NaN,NaN,NaN
1989-06-01T13:30:00Z,214.544998,220.809998,201.990005,204.585007,NaN,NaN,NaN,60.97367711935137,56.43397855116666,NaN,NaN,NaN,NaN,NaN
1989-07-03T13:30:00Z,204.585007,214.335007,203.610001,214.274994,NaN,NaN,NaN,63.998535769868234,57.153078017683654,NaN,NaN,NaN,NaN,NaN
